Datum,Bundesland,Behandlungsgruppe,Anzahl_Meldebereiche,"Aktuelle_COVID_Faelle_ITS",Belegte_Intensivbetten,Freie_Intensivbetten,7_Tage_Notfallreserve,"Freie_IV_Kapazitaeten_Gesamt","Freie_IV_Kapazitaeten_Davon_COVID","Betriebssituation_Regulaerer_Betrieb","Betriebssituation_Teilweise_Eingeschraenkt","Betriebssituation_Eingeschraenkt","Betriebssituation_Keine_Angabe","faelle_covid_erstaufnahmen"
"2020-06-29T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1354,329,19702,11156,0,8014,0,1020,81,72,181,NA
"2020-06-29T12:15:00+02:00",DEUTSCHLAND,KINDER,81,3,645,321,0,219,0,56,9,6,10,NA
"2020-06-30T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1354,333,20275,10633,0,7695,0,1018,85,76,175,NA
"2020-06-30T12:15:00+02:00",DEUTSCHLAND,KINDER,81,1,645,322,0,225,0,57,9,5,10,NA
"2020-07-01T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1353,324,20659,10330,0,7537,0,1018,83,75,177,NA
"2020-07-01T12:15:00+02:00",DEUTSCHLAND,KINDER,81,3,653,328,0,227,0,56,9,6,10,NA
"2020-07-02T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1353,325,20756,10222,0,7450,0,1014,91,77,171,NA
"2020-07-02T12:15:00+02:00",DEUTSCHLAND,KINDER,82,1,658,332,0,228,0,57,9,6,10,NA
"2020-07-03T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1350,314,20540,10149,0,7418,0,998,86,81,185,NA
"2020-07-03T12:15:00+02:00",DEUTSCHLAND,KINDER,82,5,640,350,0,243,0,57,9,6,10,NA
"2020-07-04T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1349,320,20176,10627,0,7741,0,990,85,87,187,NA
"2020-07-04T12:15:00+02:00",DEUTSCHLAND,KINDER,82,3,626,347,0,236,0,56,8,7,11,NA
"2020-07-05T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1349,299,19621,11121,0,8042,0,987,81,82,199,NA
"2020-07-05T12:15:00+02:00",DEUTSCHLAND,KINDER,82,2,630,349,0,248,0,57,5,9,11,NA
"2020-07-06T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1349,305,19666,11183,0,8119,0,1011,76,76,186,NA
"2020-07-06T12:15:00+02:00",DEUTSCHLAND,KINDER,84,7,673,347,0,249,0,61,5,7,11,NA
"2020-07-07T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1349,292,20214,10721,0,7880,0,1004,81,78,186,NA
"2020-07-07T12:15:00+02:00",DEUTSCHLAND,KINDER,84,5,674,343,0,239,0,62,6,7,9,NA
"2020-07-08T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1350,287,20433,10499,0,7754,0,1018,78,75,179,NA
"2020-07-08T12:15:00+02:00",DEUTSCHLAND,KINDER,85,4,678,334,0,238,0,62,6,8,9,NA
"2020-07-09T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1349,272,20498,10391,0,7683,0,1004,82,81,182,NA
"2020-07-09T12:15:00+02:00",DEUTSCHLAND,KINDER,83,6,653,329,0,230,0,61,7,7,8,NA
"2020-07-10T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1348,276,20591,10279,0,7547,0,994,86,84,184,NA
"2020-07-10T12:15:00+02:00",DEUTSCHLAND,KINDER,82,3,640,330,0,229,0,60,6,8,8,NA
"2020-07-11T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1349,253,20324,10503,0,7712,0,999,80,87,183,NA
"2020-07-11T12:15:00+02:00",DEUTSCHLAND,KINDER,83,1,652,333,0,229,0,59,7,8,9,NA
"2020-07-12T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1348,254,19717,10952,0,8019,0,993,86,90,179,NA
"2020-07-12T12:15:00+02:00",DEUTSCHLAND,KINDER,83,1,641,338,0,229,0,58,8,8,9,NA
"2020-07-13T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1349,263,19586,11159,0,8154,0,1010,76,84,179,NA
"2020-07-13T12:15:00+02:00",DEUTSCHLAND,KINDER,82,1,622,349,0,236,0,56,9,8,9,NA
"2020-07-14T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1349,256,20305,10505,0,7804,0,1001,82,88,178,NA
"2020-07-14T12:15:00+02:00",DEUTSCHLAND,KINDER,81,5,646,324,0,223,0,58,6,8,9,NA
"2020-07-15T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1350,246,20694,10142,0,7557,0,996,87,90,177,NA
"2020-07-15T12:15:00+02:00",DEUTSCHLAND,KINDER,83,1,669,337,0,227,0,58,6,8,11,NA
"2020-07-16T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1352,251,20734,10134,0,7506,0,992,86,91,183,NA
"2020-07-16T12:15:00+02:00",DEUTSCHLAND,KINDER,83,3,673,333,0,222,0,58,6,9,10,NA
"2020-07-17T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1352,246,20792,10136,0,7504,0,988,89,92,183,NA
"2020-07-17T12:15:00+02:00",DEUTSCHLAND,KINDER,84,2,663,339,0,227,0,56,10,7,11,NA
"2020-07-18T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1350,246,20403,10399,0,7663,0,972,91,94,193,NA
"2020-07-18T12:15:00+02:00",DEUTSCHLAND,KINDER,84,0,652,346,0,233,0,57,9,8,10,NA
"2020-07-19T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1350,249,19924,10818,0,7970,0,979,96,88,187,NA
"2020-07-19T12:15:00+02:00",DEUTSCHLAND,KINDER,84,4,623,361,0,239,0,57,9,6,12,NA
"2020-07-20T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1353,245,20065,10856,0,8006,0,1008,83,82,180,NA
"2020-07-20T12:15:00+02:00",DEUTSCHLAND,KINDER,86,1,638,362,0,240,0,60,9,5,12,NA
"2020-07-21T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1349,251,20399,10468,0,7835,0,1001,84,88,176,NA
"2020-07-21T12:15:00+02:00",DEUTSCHLAND,KINDER,100,2,724,404,0,282,0,68,9,7,16,NA
"2020-07-22T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1343,248,20541,10235,0,7663,0,997,80,86,180,NA
"2020-07-22T12:15:00+02:00",DEUTSCHLAND,KINDER,133,1,869,494,0,343,0,91,10,11,21,NA
"2020-07-23T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1336,234,20454,10249,0,7622,0,984,84,91,177,NA
"2020-07-23T12:15:00+02:00",DEUTSCHLAND,KINDER,165,4,1005,602,0,420,0,116,9,12,28,NA
"2020-07-24T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,235,20502,10113,0,7502,0,983,86,92,173,NA
"2020-07-24T12:15:00+02:00",DEUTSCHLAND,KINDER,184,1,1088,612,0,431,0,132,13,12,27,NA
"2020-07-25T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,247,20210,10279,0,7644,0,982,80,93,177,NA
"2020-07-25T12:15:00+02:00",DEUTSCHLAND,KINDER,193,1,1105,651,0,465,0,134,14,16,29,NA
"2020-07-26T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,265,19721,10741,0,7959,0,983,87,88,174,NA
"2020-07-26T12:15:00+02:00",DEUTSCHLAND,KINDER,195,2,1106,669,0,483,0,135,14,15,31,NA
"2020-07-27T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,257,19608,10854,0,8111,0,994,84,84,171,NA
"2020-07-27T12:15:00+02:00",DEUTSCHLAND,KINDER,198,1,1121,713,0,487,0,136,14,18,30,NA
"2020-07-28T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,253,20179,10330,0,7741,0,987,83,88,172,NA
"2020-07-28T12:15:00+02:00",DEUTSCHLAND,KINDER,206,2,1195,704,0,487,0,142,15,16,33,NA
"2020-07-29T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1331,255,20303,10123,0,7655,0,995,81,88,167,NA
"2020-07-29T12:15:00+02:00",DEUTSCHLAND,KINDER,233,2,1380,763,0,528,0,161,16,17,39,NA
"2020-07-30T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,260,20081,10233,0,7661,0,987,83,95,165,NA
"2020-07-30T12:15:00+02:00",DEUTSCHLAND,KINDER,254,2,1474,836,0,579,0,174,19,18,43,NA
"2020-07-31T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1331,259,20120,10150,0,7571,0,981,81,103,166,NA
"2020-07-31T12:15:00+02:00",DEUTSCHLAND,KINDER,260,2,1449,881,0,595,0,175,17,21,47,NA
"2020-08-01T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,255,19824,10317,0,7622,0,967,84,110,172,NA
"2020-08-01T12:15:00+02:00",DEUTSCHLAND,KINDER,270,2,1496,911,0,612,0,186,18,18,48,NA
"2020-08-02T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,267,19344,10758,0,7932,0,953,89,112,178,NA
"2020-08-02T12:15:00+02:00",DEUTSCHLAND,KINDER,270,2,1494,906,0,604,0,188,18,15,49,NA
"2020-08-03T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,263,19318,10858,0,8002,0,985,84,98,166,NA
"2020-08-03T12:15:00+02:00",DEUTSCHLAND,KINDER,272,4,1523,894,0,613,0,188,20,17,47,NA
"2020-08-04T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,258,19800,8636,11762,8489,0,947,90,104,194,NA
"2020-08-04T12:15:00+02:00",DEUTSCHLAND,KINDER,276,2,1583,907,548,791,0,191,24,12,49,NA
"2020-08-05T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1336,238,20057,8236,12206,8720,0,968,88,101,179,NA
"2020-08-05T12:15:00+02:00",DEUTSCHLAND,KINDER,278,2,1575,919,536,816,0,188,25,13,52,NA
"2020-08-06T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,236,19982,8195,12182,8495,0,959,95,95,186,NA
"2020-08-06T12:15:00+02:00",DEUTSCHLAND,KINDER,286,1,1632,925,512,829,0,195,27,10,54,NA
"2020-08-07T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,226,20015,8138,12129,8433,0,952,103,99,180,NA
"2020-08-07T12:15:00+02:00",DEUTSCHLAND,KINDER,286,1,1633,910,504,819,0,197,25,10,54,NA
"2020-08-08T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,228,19760,8271,12141,8515,0,968,97,102,168,NA
"2020-08-08T12:15:00+02:00",DEUTSCHLAND,KINDER,291,1,1620,924,520,838,0,204,21,12,54,NA
"2020-08-09T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,234,19324,8684,12137,8702,0,956,100,106,173,NA
"2020-08-09T12:15:00+02:00",DEUTSCHLAND,KINDER,291,0,1629,912,498,818,0,199,26,13,53,NA
"2020-08-10T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1326,227,19354,8610,12124,8532,0,961,97,101,167,NA
"2020-08-10T12:15:00+02:00",DEUTSCHLAND,KINDER,285,1,1600,888,489,792,0,204,22,12,47,NA
"2020-08-11T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1326,230,19988,7959,12150,8326,0,969,99,93,165,NA
"2020-08-11T12:15:00+02:00",DEUTSCHLAND,KINDER,287,1,1610,902,493,821,0,208,17,14,48,NA
"2020-08-12T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1325,220,20110,7849,12087,8211,0,963,100,94,168,NA
"2020-08-12T12:15:00+02:00",DEUTSCHLAND,KINDER,295,1,1675,921,526,842,0,211,22,12,50,NA
"2020-08-13T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1326,223,20186,7662,12135,8178,0,954,103,101,168,NA
"2020-08-13T12:15:00+02:00",DEUTSCHLAND,KINDER,299,1,1679,939,516,830,0,213,26,13,47,NA
"2020-08-14T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,230,20269,7619,12027,8084,0,957,104,104,165,NA
"2020-08-14T12:15:00+02:00",DEUTSCHLAND,KINDER,303,0,1719,921,538,832,0,221,23,12,47,NA
"2020-08-15T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,228,19932,7844,12069,8160,0,942,109,105,174,NA
"2020-08-15T12:15:00+02:00",DEUTSCHLAND,KINDER,307,0,1743,913,558,842,0,224,25,12,46,NA
"2020-08-16T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1331,224,19436,8319,12051,8317,0,944,100,111,176,NA
"2020-08-16T12:15:00+02:00",DEUTSCHLAND,KINDER,307,1,1754,901,532,840,0,227,22,16,42,NA
"2020-08-17T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,226,19431,8408,12014,8347,0,965,92,103,173,NA
"2020-08-17T12:15:00+02:00",DEUTSCHLAND,KINDER,310,1,1790,887,535,849,0,229,15,20,46,NA
"2020-08-18T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,219,19955,7968,12003,8225,0,965,100,98,171,NA
"2020-08-18T12:15:00+02:00",DEUTSCHLAND,KINDER,311,1,1786,896,534,863,0,229,19,18,45,NA
"2020-08-19T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,226,20088,7850,11971,8162,0,962,96,105,171,NA
"2020-08-19T12:15:00+02:00",DEUTSCHLAND,KINDER,314,1,1807,886,535,864,0,232,19,18,45,NA
"2020-08-20T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,229,20226,7793,11985,8073,0,958,104,103,170,NA
"2020-08-20T12:15:00+02:00",DEUTSCHLAND,KINDER,316,1,1826,875,560,841,0,231,19,19,47,NA
"2020-08-21T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1336,235,20245,7762,12047,8028,0,956,106,108,166,NA
"2020-08-21T12:15:00+02:00",DEUTSCHLAND,KINDER,318,2,1809,897,543,861,0,230,22,18,48,NA
"2020-08-22T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1336,230,19795,8060,12005,8188,0,956,108,106,166,NA
"2020-08-22T12:15:00+02:00",DEUTSCHLAND,KINDER,318,2,1808,894,542,838,0,232,18,20,48,NA
"2020-08-23T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1336,242,19330,8481,12017,8397,0,944,108,109,175,NA
"2020-08-23T12:15:00+02:00",DEUTSCHLAND,KINDER,318,3,1766,938,535,859,0,231,18,19,50,NA
"2020-08-24T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,243,19192,8714,12025,8499,0,955,95,108,176,NA
"2020-08-24T12:15:00+02:00",DEUTSCHLAND,KINDER,316,2,1743,940,525,880,0,229,17,20,50,NA
"2020-08-25T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,223,19821,8184,11915,8438,0,954,97,108,175,NA
"2020-08-25T12:15:00+02:00",DEUTSCHLAND,KINDER,317,2,1795,902,497,872,0,227,20,18,52,NA
"2020-08-26T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,225,20020,8005,11905,8351,0,954,90,115,175,NA
"2020-08-26T12:15:00+02:00",DEUTSCHLAND,KINDER,315,2,1769,912,487,850,0,221,20,19,55,NA
"2020-08-27T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,238,19903,8095,11889,8371,0,961,97,106,169,NA
"2020-08-27T12:15:00+02:00",DEUTSCHLAND,KINDER,317,2,1774,917,490,859,0,224,25,18,50,NA
"2020-08-28T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,234,19915,8005,11884,8287,0,957,97,105,171,NA
"2020-08-28T12:15:00+02:00",DEUTSCHLAND,KINDER,318,2,1740,961,498,872,0,226,20,22,50,NA
"2020-08-29T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1331,239,19830,7999,11893,8269,0,946,98,110,177,NA
"2020-08-29T12:15:00+02:00",DEUTSCHLAND,KINDER,316,2,1693,973,465,872,0,223,21,23,49,NA
"2020-08-30T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,243,19325,8449,11905,8430,0,958,96,109,167,NA
"2020-08-30T12:15:00+02:00",DEUTSCHLAND,KINDER,316,1,1684,982,464,872,0,224,20,22,50,NA
"2020-08-31T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1329,244,19284,8572,11891,8452,0,963,101,102,163,NA
"2020-08-31T12:15:00+02:00",DEUTSCHLAND,KINDER,319,1,1717,1000,489,881,0,232,22,15,50,NA
"2020-09-01T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,233,19880,8072,11845,8372,0,969,97,102,162,NA
"2020-09-01T12:15:00+02:00",DEUTSCHLAND,KINDER,320,1,1753,963,490,881,0,232,23,16,49,NA
"2020-09-02T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,226,20014,7968,11868,8274,0,981,95,97,160,NA
"2020-09-02T12:15:00+02:00",DEUTSCHLAND,KINDER,322,1,1768,968,497,875,0,227,24,18,53,NA
"2020-09-03T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,221,20026,7947,11854,8243,0,980,99,98,156,NA
"2020-09-03T12:15:00+02:00",DEUTSCHLAND,KINDER,322,1,1764,970,488,890,0,230,22,19,51,NA
"2020-09-04T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,223,19972,7976,11845,8244,0,973,103,102,156,NA
"2020-09-04T12:15:00+02:00",DEUTSCHLAND,KINDER,321,1,1740,974,491,880,0,232,22,18,49,NA
"2020-09-05T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,220,19814,7990,11980,8222,0,978,99,104,153,NA
"2020-09-05T12:15:00+02:00",DEUTSCHLAND,KINDER,321,2,1749,966,492,896,0,235,19,16,51,NA
"2020-09-06T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,216,19252,8521,12000,8451,0,985,95,105,149,NA
"2020-09-06T12:15:00+02:00",DEUTSCHLAND,KINDER,321,2,1736,984,487,911,0,231,22,16,52,NA
"2020-09-07T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,227,19336,8510,11827,8488,0,985,93,102,152,NA
"2020-09-07T12:15:00+02:00",DEUTSCHLAND,KINDER,320,1,1717,997,457,908,0,230,19,18,53,NA
"2020-09-08T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1331,229,20001,7890,11836,8140,0,979,91,106,155,NA
"2020-09-08T12:15:00+02:00",DEUTSCHLAND,KINDER,320,1,1729,989,451,874,0,228,20,18,54,NA
"2020-09-09T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,225,20108,7787,11823,8130,0,965,98,108,159,NA
"2020-09-09T12:15:00+02:00",DEUTSCHLAND,KINDER,319,2,1733,986,445,855,0,236,18,13,52,NA
"2020-09-10T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,230,20259,7709,11828,8062,0,951,107,114,161,NA
"2020-09-10T12:15:00+02:00",DEUTSCHLAND,KINDER,319,3,1758,961,448,858,0,230,21,16,52,NA
"2020-09-11T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,218,20340,7603,11830,7969,0,949,109,117,159,NA
"2020-09-11T12:15:00+02:00",DEUTSCHLAND,KINDER,319,2,1739,974,469,881,0,235,15,16,53,NA
"2020-09-12T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,231,19980,7830,11878,7976,0,943,108,117,164,NA
"2020-09-12T12:15:00+02:00",DEUTSCHLAND,KINDER,321,2,1724,993,467,900,0,233,18,14,56,NA
"2020-09-13T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,234,19497,8280,11830,8133,0,950,105,118,159,NA
"2020-09-13T12:15:00+02:00",DEUTSCHLAND,KINDER,321,2,1731,989,475,900,0,232,20,13,56,NA
"2020-09-14T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1331,233,19373,8494,11797,8312,0,961,102,113,155,NA
"2020-09-14T12:15:00+02:00",DEUTSCHLAND,KINDER,321,4,1703,1006,459,912,0,230,22,14,55,NA
"2020-09-15T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,232,20085,7812,11825,8091,0,955,101,114,162,NA
"2020-09-15T12:15:00+02:00",DEUTSCHLAND,KINDER,321,4,1713,991,461,907,0,224,21,17,59,NA
"2020-09-16T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,228,20363,7627,11820,7974,0,958,106,109,159,NA
"2020-09-16T12:15:00+02:00",DEUTSCHLAND,KINDER,323,5,1740,985,486,901,0,227,26,15,55,NA
"2020-09-17T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1336,234,20491,7525,11769,7900,0,955,108,117,156,NA
"2020-09-17T12:15:00+02:00",DEUTSCHLAND,KINDER,323,4,1782,942,485,889,0,231,25,16,51,NA
"2020-09-18T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1336,243,20302,7633,11791,7919,0,944,116,117,159,NA
"2020-09-18T12:15:00+02:00",DEUTSCHLAND,KINDER,323,3,1760,967,482,867,0,226,25,17,55,NA
"2020-09-19T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1336,253,19860,7956,11811,8006,0,953,105,119,159,NA
"2020-09-19T12:15:00+02:00",DEUTSCHLAND,KINDER,323,4,1736,983,488,863,0,227,25,16,55,NA
"2020-09-20T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1336,265,19430,8348,11832,8209,0,956,105,117,158,NA
"2020-09-20T12:15:00+02:00",DEUTSCHLAND,KINDER,323,3,1728,992,497,865,0,227,23,19,54,NA
"2020-09-21T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,265,19384,8478,11805,8373,0,970,101,118,146,NA
"2020-09-21T12:15:00+02:00",DEUTSCHLAND,KINDER,323,2,1733,981,499,867,0,224,23,19,57,NA
"2020-09-22T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,274,19981,7902,11744,8128,0,955,101,127,150,NA
"2020-09-22T12:15:00+02:00",DEUTSCHLAND,KINDER,323,4,1749,946,507,860,0,225,25,21,52,NA
"2020-09-23T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,289,20116,7742,11763,8027,0,950,104,124,156,NA
"2020-09-23T12:15:00+02:00",DEUTSCHLAND,KINDER,322,4,1742,951,506,863,0,227,23,20,52,NA
"2020-09-24T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,291,20110,7739,11743,8035,0,959,98,121,155,NA
"2020-09-24T12:15:00+02:00",DEUTSCHLAND,KINDER,323,5,1783,916,501,840,0,228,23,20,52,NA
"2020-09-25T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,297,20183,7659,11780,7912,0,953,109,120,153,NA
"2020-09-25T12:15:00+02:00",DEUTSCHLAND,KINDER,323,4,1780,912,490,842,0,228,21,24,50,NA
"2020-09-26T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,309,19946,7770,11751,7981,0,943,114,121,156,NA
"2020-09-26T12:15:00+02:00",DEUTSCHLAND,KINDER,329,3,1776,961,497,862,0,227,26,24,52,NA
"2020-09-27T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,324,19337,8339,11738,8227,0,945,114,121,154,NA
"2020-09-27T12:15:00+02:00",DEUTSCHLAND,KINDER,329,1,1740,994,484,868,0,224,27,26,52,NA
"2020-09-28T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,352,19326,8531,11661,8439,0,963,106,113,153,NA
"2020-09-28T12:15:00+02:00",DEUTSCHLAND,KINDER,329,1,1734,998,489,887,0,224,32,19,54,NA
"2020-09-29T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1336,351,20041,7922,11618,8234,0,964,100,121,151,NA
"2020-09-29T12:15:00+02:00",DEUTSCHLAND,KINDER,329,1,1767,970,486,887,0,221,36,19,53,NA
"2020-09-30T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1336,354,20202,7720,11712,8029,0,962,100,128,146,NA
"2020-09-30T12:15:00+02:00",DEUTSCHLAND,KINDER,329,1,1748,981,500,880,0,229,28,21,51,NA
"2020-10-01T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,360,20057,7705,11689,8101,0,961,105,125,144,NA
"2020-10-01T12:15:00+02:00",DEUTSCHLAND,KINDER,332,2,1754,997,495,919,0,228,30,19,55,NA
"2020-10-02T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,370,20019,7680,11678,8052,0,950,110,125,150,NA
"2020-10-02T12:15:00+02:00",DEUTSCHLAND,KINDER,332,3,1760,995,485,910,0,230,31,19,52,NA
"2020-10-03T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,401,19743,7808,11733,8080,0,938,116,126,154,NA
"2020-10-03T12:15:00+02:00",DEUTSCHLAND,KINDER,332,2,1756,997,486,880,0,231,28,21,52,NA
"2020-10-04T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,422,19235,8252,11728,8258,0,940,115,125,153,NA
"2020-10-04T12:15:00+02:00",DEUTSCHLAND,KINDER,332,2,1730,1027,483,892,0,231,30,19,52,NA
"2020-10-05T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,444,19141,8424,11694,8343,0,952,114,119,148,NA
"2020-10-05T12:15:00+02:00",DEUTSCHLAND,KINDER,332,2,1749,1011,470,897,0,231,28,20,53,NA
"2020-10-06T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,448,19732,7858,11667,8118,0,937,118,123,155,NA
"2020-10-06T12:15:00+02:00",DEUTSCHLAND,KINDER,330,1,1747,989,448,875,0,223,34,19,54,NA
"2020-10-07T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1331,470,20060,7485,11685,7965,0,937,112,126,156,NA
"2020-10-07T12:15:00+02:00",DEUTSCHLAND,KINDER,330,0,1750,988,455,873,0,223,30,21,56,NA
"2020-10-08T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,487,20028,7485,11744,7900,0,942,119,124,145,NA
"2020-10-08T12:15:00+02:00",DEUTSCHLAND,KINDER,329,0,1740,988,453,865,0,227,25,21,56,NA
"2020-10-09T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1331,510,19973,7541,11747,7918,0,926,127,129,149,NA
"2020-10-09T12:15:00+02:00",DEUTSCHLAND,KINDER,329,0,1755,972,456,863,0,230,19,22,58,NA
"2020-10-10T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,531,19679,7819,11722,7995,0,926,115,135,157,NA
"2020-10-10T12:15:00+02:00",DEUTSCHLAND,KINDER,331,0,1771,980,478,873,0,229,24,21,57,NA
"2020-10-11T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,545,19134,8301,11732,8268,0,919,116,139,159,NA
"2020-10-11T12:15:00+02:00",DEUTSCHLAND,KINDER,331,0,1741,1010,476,889,0,231,21,22,57,NA
"2020-10-12T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,589,19164,8295,11752,8338,0,935,117,123,155,NA
"2020-10-12T12:15:00+02:00",DEUTSCHLAND,KINDER,332,1,1733,1033,475,904,0,236,19,18,59,NA
"2020-10-13T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1331,617,19577,7922,11746,8030,0,952,118,114,147,NA
"2020-10-13T12:15:00+02:00",DEUTSCHLAND,KINDER,332,1,1743,1017,479,897,0,230,25,16,61,NA
"2020-10-14T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,601,19736,7695,11848,7902,0,939,130,113,148,NA
