Datum,Bundesland,Behandlungsgruppe,Anzahl_Meldebereiche,"Aktuelle_COVID_Faelle_ITS",Belegte_Intensivbetten,Freie_Intensivbetten,7_Tage_Notfallreserve,"Freie_IV_Kapazitaeten_Gesamt","Freie_IV_Kapazitaeten_Davon_COVID","Betriebssituation_Regulaerer_Betrieb","Betriebssituation_Teilweise_Eingeschraenkt","Betriebssituation_Eingeschraenkt","Betriebssituation_Keine_Angabe","faelle_covid_erstaufnahmen"
"2020-10-14T12:15:00+02:00",DEUTSCHLAND,KINDER,332,1,1752,1008,478,903,0,229,29,17,57,NA
"2020-10-15T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,651,19758,7683,11909,7895,0,932,129,126,146,NA
"2020-10-15T12:15:00+02:00",DEUTSCHLAND,KINDER,333,4,1745,1030,488,907,0,227,28,18,60,NA
"2020-10-16T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,688,19800,7629,11898,7813,0,932,134,125,142,NA
"2020-10-16T12:15:00+02:00",DEUTSCHLAND,KINDER,333,2,1746,1028,489,906,0,223,29,21,60,NA
"2020-10-17T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,726,19518,7771,11882,7799,0,921,133,134,147,NA
"2020-10-17T12:15:00+02:00",DEUTSCHLAND,KINDER,331,5,1726,1039,483,894,0,230,26,21,54,NA
"2020-10-18T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,766,18969,8291,11875,8010,0,919,128,139,149,NA
"2020-10-18T12:15:00+02:00",DEUTSCHLAND,KINDER,330,3,1696,1064,471,909,0,233,24,22,51,NA
"2020-10-19T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1337,846,19030,8369,11925,8162,0,928,125,140,144,NA
"2020-10-19T12:15:00+02:00",DEUTSCHLAND,KINDER,331,5,1682,1072,478,937,0,231,29,18,53,NA
"2020-10-20T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1337,875,19566,7859,11888,7923,0,933,130,135,139,NA
"2020-10-20T12:15:00+02:00",DEUTSCHLAND,KINDER,330,4,1737,1011,476,912,0,229,30,15,56,NA
"2020-10-21T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,940,19698,7472,12069,7551,0,912,144,140,139,NA
"2020-10-21T12:15:00+02:00",DEUTSCHLAND,KINDER,330,3,1717,1006,462,897,0,233,28,13,56,NA
"2020-10-22T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1334,1025,19746,7188,12213,7251,0,900,142,150,142,NA
"2020-10-22T12:15:00+02:00",DEUTSCHLAND,KINDER,331,5,1727,996,470,883,0,234,27,15,55,NA
"2020-10-23T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,1116,19999,6768,12230,7009,0,877,161,152,145,NA
"2020-10-23T12:15:00+02:00",DEUTSCHLAND,KINDER,334,5,1737,1016,502,877,0,228,33,19,54,NA
"2020-10-24T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1335,1193,19700,6903,12275,6911,0,847,167,166,155,NA
"2020-10-24T12:15:00+02:00",DEUTSCHLAND,KINDER,334,7,1721,1034,492,894,0,225,34,18,57,NA
"2020-10-25T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1335,1286,19196,7354,12241,7018,0,843,175,169,148,NA
"2020-10-25T12:15:00+01:00",DEUTSCHLAND,KINDER,333,8,1712,1032,488,878,0,229,32,19,53,NA
"2020-10-26T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1335,1352,19313,7370,12217,7027,0,873,159,163,140,NA
"2020-10-26T12:15:00+01:00",DEUTSCHLAND,KINDER,333,8,1712,1033,481,865,0,229,34,19,51,NA
"2020-10-27T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1335,1462,19969,6686,12269,6667,0,870,157,171,137,NA
"2020-10-27T12:15:00+01:00",DEUTSCHLAND,KINDER,335,6,1749,995,512,856,0,231,31,21,52,NA
"2020-10-28T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1336,1563,20056,6533,12271,6539,0,859,159,178,140,NA
"2020-10-28T12:15:00+01:00",DEUTSCHLAND,KINDER,335,6,1734,1013,482,855,0,232,33,19,51,NA
"2020-10-29T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1335,1689,20054,6542,12278,6519,0,845,176,175,139,NA
"2020-10-29T12:15:00+01:00",DEUTSCHLAND,KINDER,334,7,1731,1012,469,854,0,232,32,20,50,NA
"2020-10-30T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,1832,19922,6567,12268,6503,0,834,191,175,134,NA
"2020-10-30T12:15:00+01:00",DEUTSCHLAND,KINDER,334,7,1759,973,465,836,0,227,36,21,50,NA
"2020-10-31T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,1935,19559,6765,12317,6465,0,807,202,185,139,NA
"2020-10-31T12:15:00+01:00",DEUTSCHLAND,KINDER,334,9,1747,961,470,827,0,228,36,23,47,NA
"2020-11-01T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,2056,19206,7020,12325,6520,0,795,207,195,136,NA
"2020-11-01T12:15:00+01:00",DEUTSCHLAND,KINDER,333,5,1747,947,472,832,0,228,37,22,46,NA
"2020-11-02T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,2234,19192,6910,12401,6453,0,796,204,195,139,NA
"2020-11-02T12:15:00+01:00",DEUTSCHLAND,KINDER,334,9,1729,983,473,840,0,221,43,24,46,NA
"2020-11-03T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,2374,19762,6268,12283,6052,0,793,211,194,136,NA
"2020-11-03T12:15:00+01:00",DEUTSCHLAND,KINDER,333,6,1721,969,440,796,0,220,39,24,50,NA
"2020-11-04T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1337,2542,19952,6097,12285,5829,0,799,211,197,130,NA
"2020-11-04T12:15:00+01:00",DEUTSCHLAND,KINDER,335,4,1741,965,441,821,0,223,36,24,52,NA
"2020-11-05T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1337,2647,19989,5921,12275,5688,0,792,222,191,132,NA
"2020-11-05T12:15:00+01:00",DEUTSCHLAND,KINDER,334,6,1729,964,410,805,0,218,42,23,51,NA
"2020-11-06T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1337,2745,19785,6045,12149,5664,0,779,216,208,134,NA
"2020-11-06T12:15:00+01:00",DEUTSCHLAND,KINDER,336,8,1754,962,438,833,0,221,40,25,50,NA
"2020-11-07T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,2830,19548,6060,12117,5570,0,770,208,214,146,NA
"2020-11-07T12:15:00+01:00",DEUTSCHLAND,KINDER,336,9,1708,1004,415,821,0,219,41,24,52,NA
"2020-11-08T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,2897,19046,6481,12087,5820,0,747,227,219,145,NA
"2020-11-08T12:15:00+01:00",DEUTSCHLAND,KINDER,336,8,1703,1007,414,830,0,219,40,24,53,NA
"2020-11-09T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,3001,19272,6434,12001,5823,0,746,233,213,146,NA
"2020-11-09T12:15:00+01:00",DEUTSCHLAND,KINDER,336,6,1695,1016,414,840,0,221,41,22,52,NA
"2020-11-10T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,3053,19828,5829,12069,5534,0,738,236,223,141,NA
"2020-11-10T12:15:00+01:00",DEUTSCHLAND,KINDER,336,5,1748,974,422,835,0,217,41,26,52,NA
"2020-11-11T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,3118,20054,5604,11979,5367,0,740,234,216,148,NA
"2020-11-11T12:15:00+01:00",DEUTSCHLAND,KINDER,337,6,1731,1003,417,833,0,218,39,26,54,NA
"2020-11-12T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1340,3177,20192,5472,11960,5308,0,735,241,218,146,NA
"2020-11-12T12:15:00+01:00",DEUTSCHLAND,KINDER,336,8,1737,996,421,842,0,218,42,25,51,NA
"2020-11-13T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,3289,20241,5268,11943,5273,0,720,233,243,143,NA
"2020-11-13T12:15:00+01:00",DEUTSCHLAND,KINDER,337,9,1706,999,425,829,0,214,43,27,53,NA
"2020-11-14T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,3315,19947,5402,11921,5171,0,692,254,242,150,NA
"2020-11-14T12:15:00+01:00",DEUTSCHLAND,KINDER,337,9,1680,1018,430,832,0,220,40,27,50,NA
"2020-11-15T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,3376,19575,5718,11864,5249,0,683,254,247,155,NA
"2020-11-15T12:15:00+01:00",DEUTSCHLAND,KINDER,337,9,1652,1045,428,849,0,217,44,27,49,NA
"2020-11-16T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,3425,19664,5796,11798,5344,0,694,250,242,153,NA
"2020-11-16T12:15:00+01:00",DEUTSCHLAND,KINDER,337,10,1689,1018,424,854,0,218,44,26,49,NA
"2020-11-17T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,3507,20150,5362,11741,5163,0,704,236,251,148,NA
"2020-11-17T12:15:00+01:00",DEUTSCHLAND,KINDER,337,10,1667,1029,427,855,0,216,42,29,50,NA
"2020-11-18T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,3551,20337,5122,11716,5128,0,695,248,245,151,NA
"2020-11-18T12:15:00+01:00",DEUTSCHLAND,KINDER,339,10,1719,971,431,826,0,222,42,29,46,NA
"2020-11-19T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,3581,20214,5170,11634,4929,0,694,246,251,148,NA
"2020-11-19T12:15:00+01:00",DEUTSCHLAND,KINDER,339,12,1724,971,422,826,0,220,40,31,48,NA
"2020-11-20T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,3603,20301,5031,11680,4869,0,678,254,257,149,NA
"2020-11-20T12:15:00+01:00",DEUTSCHLAND,KINDER,341,12,1767,930,433,816,0,223,41,31,46,NA
"2020-11-21T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,3621,20003,5120,11720,4834,0,669,259,264,147,NA
"2020-11-21T12:15:00+01:00",DEUTSCHLAND,KINDER,341,11,1744,940,425,821,0,222,42,27,50,NA
"2020-11-22T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,3696,19568,5532,11738,5010,0,666,251,280,142,NA
"2020-11-22T12:15:00+01:00",DEUTSCHLAND,KINDER,341,13,1727,958,429,827,0,220,42,27,52,NA
"2020-11-23T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1340,3726,19593,5530,11659,5031,0,673,245,276,146,NA
"2020-11-23T12:15:00+01:00",DEUTSCHLAND,KINDER,342,14,1740,968,425,845,0,221,46,27,48,NA
"2020-11-24T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1340,3758,20198,4921,11586,4749,0,656,260,277,147,NA
"2020-11-24T12:15:00+01:00",DEUTSCHLAND,KINDER,342,9,1727,978,416,829,0,218,53,24,47,NA
"2020-11-25T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1340,3769,20315,4754,11598,4567,0,646,262,284,148,NA
"2020-11-25T12:15:00+01:00",DEUTSCHLAND,KINDER,342,9,1729,964,415,846,0,216,49,30,47,NA
"2020-11-26T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1340,3815,20390,4603,11572,4502,0,642,257,295,146,NA
"2020-11-26T12:15:00+01:00",DEUTSCHLAND,KINDER,341,11,1744,944,410,835,0,215,49,32,45,NA
"2020-11-27T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1340,3846,20552,4364,11578,4306,0,611,275,305,149,NA
"2020-11-27T12:15:00+01:00",DEUTSCHLAND,KINDER,342,9,1753,934,423,835,0,222,48,27,45,NA
"2020-11-28T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,3880,20174,4573,11581,4344,0,605,287,304,143,NA
"2020-11-28T12:15:00+01:00",DEUTSCHLAND,KINDER,342,8,1744,933,422,817,0,223,45,29,45,NA
"2020-11-29T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,3891,19790,4908,11578,4499,0,588,286,314,151,NA
"2020-11-29T12:15:00+01:00",DEUTSCHLAND,KINDER,344,8,1746,952,428,838,0,222,43,30,49,NA
"2020-11-30T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,3916,19878,4943,11526,4571,0,596,279,315,148,NA
"2020-11-30T12:15:00+01:00",DEUTSCHLAND,KINDER,345,10,1751,949,428,848,0,217,44,32,52,NA
"2020-12-01T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,3912,20416,4463,11370,4319,0,605,277,312,144,NA
"2020-12-01T12:15:00+01:00",DEUTSCHLAND,KINDER,346,9,1750,970,429,858,0,216,48,31,51,NA
"2020-12-02T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,3949,20507,4320,11364,4243,0,591,274,325,148,NA
"2020-12-02T12:15:00+01:00",DEUTSCHLAND,KINDER,345,9,1768,925,426,854,0,220,44,32,49,NA
"2020-12-03T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,3971,20512,4291,11344,4219,0,600,272,322,144,NA
"2020-12-03T12:15:00+01:00",DEUTSCHLAND,KINDER,345,9,1775,907,431,820,0,222,41,32,50,NA
"2020-12-04T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,4001,20613,4110,11311,4100,0,591,276,327,144,NA
"2020-12-04T12:15:00+01:00",DEUTSCHLAND,KINDER,348,10,1812,886,433,805,0,211,54,32,51,NA
"2020-12-05T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,4038,20323,4168,11338,4027,0,573,279,337,149,NA
"2020-12-05T12:15:00+01:00",DEUTSCHLAND,KINDER,348,13,1777,921,429,808,2,214,47,32,55,NA
"2020-12-06T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,4097,19890,4571,11344,4175,0,570,273,348,147,NA
"2020-12-06T12:15:00+01:00",DEUTSCHLAND,KINDER,348,11,1769,931,436,820,2,215,47,31,55,NA
"2020-12-07T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,4167,20072,4490,11294,4208,0,568,284,338,149,NA
"2020-12-07T12:15:00+01:00",DEUTSCHLAND,KINDER,349,14,1770,936,438,828,2,218,50,30,51,NA
"2020-12-08T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1340,4238,20527,3989,11180,4010,0,548,293,350,149,NA
"2020-12-08T12:15:00+01:00",DEUTSCHLAND,KINDER,349,17,1778,930,441,843,2,216,51,30,52,NA
"2020-12-09T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1342,4259,20679,3895,11133,3875,0,538,295,356,153,NA
"2020-12-09T12:15:00+01:00",DEUTSCHLAND,KINDER,351,19,1797,934,436,856,2,224,47,30,50,NA
"2020-12-10T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1341,4319,20728,3798,11121,3814,0,531,282,376,152,NA
"2020-12-10T12:15:00+01:00",DEUTSCHLAND,KINDER,351,20,1806,927,442,843,3,224,49,30,48,NA
"2020-12-11T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1341,4414,20662,3725,11038,3765,0,517,276,398,150,NA
"2020-12-11T12:15:00+01:00",DEUTSCHLAND,KINDER,351,18,1827,891,444,840,4,215,56,32,48,NA
"2020-12-12T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1342,4475,20336,3948,11072,3858,0,518,276,393,155,NA
"2020-12-12T12:15:00+01:00",DEUTSCHLAND,KINDER,351,16,1808,918,448,840,3,208,57,35,51,NA
"2020-12-13T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1342,4541,19988,4241,11095,3976,0,519,285,385,153,NA
"2020-12-13T12:15:00+01:00",DEUTSCHLAND,KINDER,351,12,1792,932,450,836,4,208,54,36,53,NA
"2020-12-14T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1342,4661,20240,4108,11071,3816,2,519,296,379,148,NA
"2020-12-14T12:15:00+01:00",DEUTSCHLAND,KINDER,350,14,1778,939,446,848,4,212,52,33,53,NA
"2020-12-15T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1342,4722,20659,3731,10992,3660,2,511,296,390,145,NA
"2020-12-15T12:15:00+01:00",DEUTSCHLAND,KINDER,350,13,1799,921,446,846,4,210,52,35,53,NA
"2020-12-16T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1342,4820,20723,3589,10811,3492,1,487,297,414,144,NA
"2020-12-16T12:15:00+01:00",DEUTSCHLAND,KINDER,350,14,1799,926,449,850,4,208,55,35,52,NA
"2020-12-17T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1342,4839,20655,3685,10777,3525,1,484,291,426,141,NA
"2020-12-17T12:15:00+01:00",DEUTSCHLAND,KINDER,350,16,1792,933,446,842,4,213,52,35,50,NA
"2020-12-18T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1343,4889,20661,3636,10715,3531,1257,452,297,448,146,NA
"2020-12-18T12:15:00+01:00",DEUTSCHLAND,KINDER,349,15,1764,947,445,855,129,210,44,43,52,NA
"2020-12-19T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1341,4930,20244,3830,10696,3523,1419,440,304,456,141,NA
"2020-12-19T12:15:00+01:00",DEUTSCHLAND,KINDER,350,11,1822,923,458,834,204,208,52,40,50,NA
"2020-12-20T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1340,5018,19856,4096,10721,3636,1450,440,308,448,144,NA
"2020-12-20T12:15:00+01:00",DEUTSCHLAND,KINDER,350,11,1802,948,458,867,219,207,50,39,54,NA
"2020-12-21T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1341,5157,20156,3912,10671,3554,1537,446,297,453,145,NA
"2020-12-21T12:15:00+01:00",DEUTSCHLAND,KINDER,350,11,1817,935,456,838,234,208,52,38,52,NA
"2020-12-22T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,5202,20242,3812,10643,3417,1609,432,312,456,138,NA
"2020-12-22T12:15:00+01:00",DEUTSCHLAND,KINDER,350,15,1797,947,454,847,249,204,50,41,55,NA
"2020-12-23T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1337,5226,20091,3889,10622,3537,1654,434,309,457,137,NA
"2020-12-23T12:15:00+01:00",DEUTSCHLAND,KINDER,352,15,1831,924,446,820,250,208,49,41,54,NA
"2020-12-24T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1337,5330,19745,4060,10572,3635,1655,423,306,459,149,NA
"2020-12-24T12:15:00+01:00",DEUTSCHLAND,KINDER,350,16,1798,945,443,831,246,202,52,44,52,NA
"2020-12-25T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1337,5364,19454,4285,10599,3667,1640,434,310,449,144,NA
"2020-12-25T12:15:00+01:00",DEUTSCHLAND,KINDER,350,17,1743,1012,444,857,269,206,55,42,47,NA
"2020-12-26T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1337,5520,19521,4234,10590,3579,1553,438,291,458,150,NA
"2020-12-26T12:15:00+01:00",DEUTSCHLAND,KINDER,350,16,1747,1016,447,883,282,210,56,39,45,NA
"2020-12-27T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1337,5546,19607,4151,10586,3522,1538,432,297,462,146,NA
"2020-12-27T12:15:00+01:00",DEUTSCHLAND,KINDER,350,16,1777,979,447,880,286,208,53,39,50,NA
"2020-12-28T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,5582,19863,4029,10552,3460,1533,426,316,452,144,NA
"2020-12-28T12:15:00+01:00",DEUTSCHLAND,KINDER,350,18,1787,989,447,879,296,203,53,42,52,NA
"2020-12-29T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,5637,20219,3745,10518,3252,1475,417,308,473,141,NA
"2020-12-29T12:15:00+01:00",DEUTSCHLAND,KINDER,351,12,1803,977,437,848,303,204,55,42,50,NA
"2020-12-30T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,5630,20147,3759,10490,3175,1436,415,310,472,142,NA
"2020-12-30T12:15:00+01:00",DEUTSCHLAND,KINDER,351,17,1827,946,437,838,296,201,56,41,53,NA
"2020-12-31T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,5622,20010,3791,10471,3233,1441,400,311,483,145,NA
"2020-12-31T12:15:00+01:00",DEUTSCHLAND,KINDER,351,16,1817,946,434,824,296,203,54,40,54,NA
"2021-01-01T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,5583,19835,3873,10487,3295,1459,401,306,486,146,NA
"2021-01-01T12:15:00+01:00",DEUTSCHLAND,KINDER,351,21,1805,955,433,836,289,200,56,40,55,NA
"2021-01-02T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1340,5703,19938,3818,10458,3241,1420,397,315,482,146,NA
"2021-01-02T12:15:00+01:00",DEUTSCHLAND,KINDER,351,21,1836,933,443,822,282,198,60,43,50,NA
"2021-01-03T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1340,5745,20057,3723,10440,3130,1379,387,306,506,141,NA
"2021-01-03T12:15:00+01:00",DEUTSCHLAND,KINDER,351,16,1834,928,446,823,283,197,58,45,51,NA
"2021-01-04T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,5723,20182,3756,10374,3189,1425,402,295,503,138,NA
"2021-01-04T12:15:00+01:00",DEUTSCHLAND,KINDER,351,21,1816,933,444,837,287,201,56,46,48,NA
"2021-01-05T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,5650,20517,3584,10337,3081,1439,405,303,492,139,NA
"2021-01-05T12:15:00+01:00",DEUTSCHLAND,KINDER,352,21,1847,918,443,821,278,203,58,43,48,NA
"2021-01-06T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1339,5552,20640,3507,10310,3030,1449,405,305,490,139,NA
"2021-01-06T12:15:00+01:00",DEUTSCHLAND,KINDER,352,20,1838,936,441,815,285,207,51,46,48,NA
"2021-01-07T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1338,5474,20613,3548,10327,3071,1500,405,325,465,143,NA
"2021-01-07T12:15:00+01:00",DEUTSCHLAND,KINDER,352,18,1847,920,445,815,280,210,53,43,46,NA
"2021-01-08T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1337,5467,20701,3449,10315,3030,1415,406,302,489,140,NA
"2021-01-08T12:15:00+01:00",DEUTSCHLAND,KINDER,353,19,1866,903,442,808,266,208,55,44,46,NA
"2021-01-09T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1337,5398,20441,3603,10332,3090,1458,393,309,497,138,NA
"2021-01-09T12:15:00+01:00",DEUTSCHLAND,KINDER,353,16,1831,932,451,829,274,210,52,46,45,NA
"2021-01-10T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1336,5300,19948,3997,10382,3304,1548,392,325,480,139,NA
"2021-01-10T12:15:00+01:00",DEUTSCHLAND,KINDER,353,20,1840,920,456,803,261,208,49,51,45,NA
"2021-01-11T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1335,5267,20148,3877,10331,3306,1586,416,314,467,138,NA
"2021-01-11T12:15:00+01:00",DEUTSCHLAND,KINDER,353,21,1867,901,449,804,258,204,49,51,49,NA
"2021-01-12T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1335,5209,20578,3630,10291,3211,1604,440,288,461,146,NA
"2021-01-12T12:15:00+01:00",DEUTSCHLAND,KINDER,353,21,1858,921,443,839,267,205,46,53,49,NA
"2021-01-13T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,5164,20688,3527,10257,3086,1539,419,296,476,143,NA
"2021-01-13T12:15:00+01:00",DEUTSCHLAND,KINDER,351,21,1883,872,443,790,258,200,45,57,49,NA
"2021-01-14T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,5104,20726,3459,10275,3071,1519,428,284,475,146,NA
"2021-01-14T12:15:00+01:00",DEUTSCHLAND,KINDER,354,22,1897,897,450,797,267,206,43,55,50,NA
"2021-01-15T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1332,5050,20703,3472,10252,3077,1558,417,287,483,145,NA
"2021-01-15T12:15:00+01:00",DEUTSCHLAND,KINDER,354,24,1874,899,444,830,269,197,49,55,53,NA
"2021-01-16T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4992,20494,3593,10329,3162,1616,412,288,489,145,NA
"2021-01-16T12:15:00+01:00",DEUTSCHLAND,KINDER,354,23,1856,918,445,828,270,200,49,53,52,NA
"2021-01-17T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4950,20033,4008,10322,3392,1719,423,283,475,153,NA
"2021-01-17T12:15:00+01:00",DEUTSCHLAND,KINDER,354,22,1857,924,449,824,264,199,50,55,50,NA
"2021-01-18T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4984,20242,3918,10284,3341,1617,423,300,461,150,NA
"2021-01-18T12:15:00+01:00",DEUTSCHLAND,KINDER,355,21,1874,925,449,837,267,198,53,50,54,NA
"2021-01-19T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4930,20688,3524,10231,3136,1546,426,304,464,140,NA
"2021-01-19T12:15:00+01:00",DEUTSCHLAND,KINDER,353,17,1922,884,445,807,261,201,47,56,49,NA
"2021-01-20T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4816,20836,3425,10216,3067,1568,428,297,463,146,NA
"2021-01-20T12:15:00+01:00",DEUTSCHLAND,KINDER,353,19,1915,887,445,799,253,204,46,56,47,NA
"2021-01-21T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4767,20899,3359,10233,3071,1550,424,299,461,150,NA
"2021-01-21T12:15:00+01:00",DEUTSCHLAND,KINDER,353,20,1948,859,443,789,256,203,46,53,51,NA
"2021-01-22T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4749,20943,3290,10245,2971,1506,429,285,466,154,NA
"2021-01-22T12:15:00+01:00",DEUTSCHLAND,KINDER,353,20,1961,842,447,772,251,198,50,58,47,NA
"2021-01-23T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4639,20547,3526,10313,3065,1493,432,291,455,156,NA
"2021-01-23T12:15:00+01:00",DEUTSCHLAND,KINDER,353,18,1957,853,438,775,253,197,54,53,49,NA
"2021-01-24T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4607,20158,3857,10352,3260,1597,450,273,458,153,NA
"2021-01-24T12:15:00+01:00",DEUTSCHLAND,KINDER,353,17,1904,893,444,798,263,196,58,48,51,NA
"2021-01-25T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4604,20246,3884,10352,3296,1592,462,278,446,148,NA
"2021-01-25T12:15:00+01:00",DEUTSCHLAND,KINDER,353,16,1893,901,447,808,266,197,56,49,51,NA
"2021-01-26T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4559,20673,3536,10323,3173,1539,453,294,440,147,NA
"2021-01-26T12:15:00+01:00",DEUTSCHLAND,KINDER,354,12,1898,879,448,808,264,195,54,47,58,NA
"2021-01-27T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1331,4487,20858,3316,10313,3051,1474,442,287,452,150,NA
"2021-01-27T12:15:00+01:00",DEUTSCHLAND,KINDER,355,14,1912,883,450,816,271,198,56,45,56,NA
"2021-01-28T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,4428,20710,3450,10337,3129,1539,444,292,451,146,NA
