Meldedatum;Baden-Württemberg;Bayern;Berlin;Brandenburg;Bremen;Hamburg;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Nordrhein-Westfalen;Rheinland-Pfalz;Saarland;Sachsen;Sachsen-Anhalt;Schleswig-Holstein;Thüringen;Gesamt
2020-12-24;3263;3481; 595; 521; 79;337;1801;149;1437;3814; 656;236;2737; 686;364; 997;21153
2020-12-25;1688;2750; 178; 582; 33;213; 851;159; 820;2238; 575;153;1348; 609;176; 848;13221
2020-12-26;1406;2238; 699; 455; 33;248; 609;120; 466;2061; 376; 92;1737; 386;199; 405;11530
2020-12-27; 962;1720; 482; 344; 38;154; 444; 94; 340;2310; 519; 99;1579; 293;187; 267; 9832
2020-12-28;1915;2327;1147; 997; 60;488; 839; 95; 888;2611; 652; 69;2230; 526;267; 617;15728
2020-12-29;3032;4466;1214;1412;157;494;2012;483;1667;4899;1100;307;3607; 953;572;1125;27500
2020-12-30;3833;5731;1061;1460;155;579;2298;380;2172;5816;1207;198;3210; 894;462;1562;31018
2020-12-31;2791;3888; 485; 779;110;342;1679;239;1452;3164; 753;135;1931; 588;352; 947;19635
2021-01-01;1324;1980; 274; 425; 24;213; 815;140; 512;1704; 456; 62; 995; 651;137; 565;10277
2021-01-02;1000;1840; 483; 290; 11;272; 491;102; 577;1887; 614; 34;1253; 492;262; 412;10020
2021-01-03;1083;1742; 461; 218; 37;203; 495; 67; 381;1823; 359; 92;1001; 389;202; 287; 8840
2021-01-04;1441;2238;1025; 930; 54;510; 837;207; 812;2448; 541; 81;1763; 535;260; 500;14182
2021-01-05;3207;4299;1180;1449;104;527;2015;554;1763;4913; 995;195;3416; 957;538;1247;27359
2021-01-06;2583;3499;1380;1540;156;486;2223;447;2245;6027;1149;415;3130; 761;533;1408;27982
2021-01-07;2555;3561;1666;1562;107;522;1877;276;1698;5053;1145;414;2744;1053;479;1480;26192
2021-01-08;2834;4061;1280;1160; 88;374;1623;429;1483;4365; 960;401;2496;1049;523;1313;24439
2021-01-09;2160;3027; 431; 718; 61;204;1226;191;1469;3059; 705;274;1361; 651;407; 596;16540
2021-01-10;1186;1751; 239; 441; 41;285; 454; 79; 334;1550; 398; 55; 729; 474;141; 329; 8486
2021-01-11;1285;1964;1371; 749; 40;352; 738;196; 686;2264; 530; 73;1440; 784;259; 820;13551
2021-01-12;2556;3344;1176;1190;100;390;1586;393;1524;4062; 808;173;2552;1059;397;1172;22482
2021-01-13;3007;4053;1207;1286;139;346;1712;356;1631;4334; 891;228;2149;1094;492;1195;24120
2021-01-14;2184;3258;1023;1172; 71;311;1538;366;1442;4020; 869;213;1691; 862;421; 994;20435
2021-01-15;2030;2901; 905;1007; 91;392;1321;311;1435;3513; 705;212;1344; 773;417; 859;18216
2021-01-16;1621;2154; 291; 570;104;155;1085;234;1093;2828; 566;148; 946; 586;358; 646;13385
2021-01-17; 754;1297; 163; 421; 38;120; 415;110; 526;1149; 319; 29; 456; 333;202; 289; 6621
2021-01-18; 784;1159; 668; 780; 21;293; 466;169; 658;1720; 348; 82; 712; 539;238; 458; 9095
2021-01-19;1901;2879; 891; 897; 72;308;1335;371;1389;3436; 701;222;1632; 900;471; 891;18296
2021-01-20;2103;2824; 883; 838;124;255;1575;292;1326;3888; 944;218;1432; 694;478; 898;18772
2021-01-21;1491;1868; 317; 389;101;;1291;245; 668;2739; 512;189; 365; 226;503; 619;11523
