"","Bundes.land","Elektro.nisch.über.mittelte.Fälle","Elektro.nisch.über.mittelte.Fälle.1","Elektro.nisch.über.mittelte.Fälle.2","Elektro.nisch.über.mittelte.Fälle.3","Elektro.nisch.über.mittelte.Fälle.4"
"1","","An­zahl","Dif­fe­renz
zum 
Vor­tag","Fälle
in den 
letzten
7 Tagen","7-Tage-
Inzi­denz","Todes­fälle"
"2","Baden-Württem­berg","46.779","+351","1.645","14,9","1.871"
"3","Bayern","64.395","+477","2.573","19,7","2.648"
"4","Berlin","12.919","+186","658","17,6","227"
"5","Branden­burg","4.079","+19","71","2,8","169"
"6","Bremen","2.191","+14","71","10,4","59"
"7","Hamburg","7.075","+65","251","13,6","269"
"8","Hessen","17.516","+174","767","12,2","543"
"9","Meck­lenburg-
Vor­pommern","1.105","+12","48","3,0","20"
"10","Nieder­sachsen","18.701","+172","827","10,4","669"
"11","Nord­rhein-West­falen","64.692","+608","2.674","14,9","1.844"
"12","Rhein­land-Pfalz","10.037","+47","323","7,9","247"
"13","Saarland","3.227","+13","60","6,1","176"
"14","Sachsen","6.658","+77","273","6,7","226"
"15","Sachsen-Anhalt","2.393","+13","49","2,2","66"
"16","Schles­wig-Holstein","4.384","+34","161","5,6","161"
"17","Thüringen","3.919","+35","148","6,9","189"
"18","Gesamt","270.070","+2.297","10.599","12,8","9.384"
