"","Bundes.land","Elektro.nisch.über.mittelte.Fälle","Elektro.nisch.über.mittelte.Fälle.1","Elektro.nisch.über.mittelte.Fälle.2","Elektro.nisch.über.mittelte.Fälle.3","Elektro.nisch.über.mittelte.Fälle.4"
"1","","An­zahl","Dif­fe­renz
zum 
Vor­tag","Fälle
in den 
letzten
7 Tagen","7-Tage-
Inzi­denz","Todes­fälle"
"2","Baden-Württem­berg","42.614","+247","1.426","12,9","1.868"
"3","Bayern","58.077","+296","1.626","12,4","2.641"
"4","Berlin","11.431","+84","435","11,6","226"
"5","Branden­burg","3.898","+23","38","1,5","169"
"6","Bremen","2.037","+22","95","13,9","58"
"7","Hamburg","6.351","+38","165","9,0","267"
"8","Hessen","15.776","+84","627","10,0","534"
"9","Meck­lenburg-
Vor­pommern","1.015","+6","14","0,9","20"
"10","Nieder­sachsen","16.992","+104","466","5,8","665"
"11","Nord­rhein-West­falen","59.527","+264","1.567","8,7","1.819"
"12","Rhein­land-Pfalz","9.212","+44","355","8,7","243"
"13","Saarland","3.168","+11","65","6,6","174"
"14","Sachsen","6.065","+43","159","3,9","225"
"15","Sachsen-Anhalt","2.260","+10","42","1,9","65"
"16","Schles­wig-Holstein","4.091","+27","107","3,7","161"
"17","Thüringen","3.652","+8","68","3,2","186"
"18","Gesamt","246.166","+1.311","7.255","8,7","9.321"
